0.3473 	WARNING 	Movie2 stim could not be imported and won't be available
129.1709 	EXP 	text: text = u'\xbfVienes a las 6?'
129.1709 	EXP 	text: autoDraw = True
129.1710 	EXP 	window1: recordFrameIntervals = False
132.8704 	DATA 	Keypress: space
132.8708 	EXP 	New trial (rep=0, index=26): {u'stim': u'El viento norte y el sol porfiaban sobre cu\xe1l de ellos era el m\xe1s fuerte, cuando acert\xf3 a pasar un viajero envuelto en ancha capa. Convinieron en que quien antes lograra obligar al viajero a quitarse la capa ser\xeda considerado m\xe1s poderoso. El viento norte sopl\xf3 con gran furia, pero cuanto m\xe1s soplaba, m\xe1s se arrebujaba en su capa el viajero; por fin el viento norte abandon\xf3 la empresa. Entonces brill\xf3 el sol con ardor, e inmediatamente se despoj\xf3 de su capa el viajero; por lo que el viento norte hubo de reconocer la superioridad del sol.'}
132.9392 	EXP 	window1: recordFrameIntervals = False
132.9534 	EXP 	text: autoDraw = False
132.9534 	EXP 	text: text = u'El viento norte y el sol porfiaban sobre cu\xe1l de ellos era el m\xe1s fuerte, cuando acert\xf3 a pasar un viajero envuelto en ancha capa. Convinieron en que quien antes lograra obligar al viajero a quitarse la capa ser\xeda considerado m\xe1s poderoso. El viento norte sopl\xf3 con gran furia, pero cuanto m\xe1s soplaba, m\xe1s se arrebujaba en su capa el viajero; por fin el viento norte abandon\xf3 la empresa. Entonces brill\xf3 el sol con ardor, e inmediatamente se despoj\xf3 de su capa el viajero; por lo que el viento norte hubo de reconocer la superioridad del sol.'
132.9534 	EXP 	text: autoDraw = True
132.9535 	EXP 	window1: recordFrameIntervals = False
193.7758 	DATA 	Keypress: space
193.7924 	EXP 	text: autoDraw = False
193.7924 	EXP 	text_3: autoDraw = True
194.8599 	DATA 	Keypress: space
